都道府県名,市町村名,過疎区分,みなされる区域,旧法下の区分
熊本県,芦北町,全部過疎,,全部過疎
熊本県,津奈木町,全部過疎,,全部過疎
熊本県,多良木町,全部過疎,,全部過疎
熊本県,湯前町,全部過疎,,全部過疎
熊本県,水上村,全部過疎,,全部過疎
熊本県,相良村,全部過疎,,全部過疎
熊本県,五木村,全部過疎,,全部過疎
熊本県,山江村,全部過疎,,全部過疎
熊本県,球磨村,全部過疎,,全部過疎
熊本県,あさぎり町,全部過疎,,全部過疎
熊本県,苓北町,全部過疎,,全部過疎
大分県,中津市,一部過疎,三光村|本耶馬渓町|耶馬溪町|山国町,一部過疎
大分県,日田市,全部過疎,,全部過疎
大分県,佐伯市,全部過疎,,全部過疎
大分県,臼杵市,全部過疎,,全部過疎
大分県,津久見市,全部過疎,,全部過疎
大分県,竹田市,全部過疎,,全部過疎
大分県,豊後高田市,全部過疎,,全部過疎
大分県,杵築市,みなし過疎,,みなし過疎
大分県,宇佐市,みなし過疎,,みなし過疎
大分県,豊後大野市,全部過疎,,全部過疎
大分県,由布市,一部過疎,庄内町,一部過疎
大分県,国東市,全部過疎,,全部過疎
大分県,姫島村,全部過疎,,全部過疎
大分県,九重町,全部過疎,,全部過疎
大分県,玖珠町,全部過疎,,全部過疎
宮崎県,都城市,一部過疎,高城町|高崎町|山之口町|山田町,一部過疎
宮崎県,延岡市,一部過疎,北方町|北川町|北浦町,一部過疎
宮崎県,日南市,全部過疎,,全部過疎
宮崎県,小林市,一部過疎,野尻町|須木村,一部過疎
宮崎県,日向市,一部過疎,東郷町,一部過疎
宮崎県,串間市,全部過疎,,全部過疎
宮崎県,えびの市,全部過疎,,全部過疎
宮崎県,高原町,全部過疎,,全部過疎
宮崎県,西米良村,全部過疎,,全部過疎
宮崎県,都農町,全部過疎,,全部過疎
宮崎県,諸塚村,全部過疎,,全部過疎
宮崎県,椎葉村,全部過疎,,全部過疎
宮崎県,美郷町,全部過疎,,全部過疎
宮崎県,高千穂町,全部過疎,,全部過疎
宮崎県,日之影町,全部過疎,,全部過疎
宮崎県,五ヶ瀬町,全部過疎,,全部過疎
鹿児島県,鹿屋市,一部過疎,輝北町|吾平町,一部過疎
鹿児島県,枕崎市,全部過疎,,全部過疎
鹿児島県,阿久根市,全部過疎,,全部過疎
鹿児島県,出水市,一部過疎,野田町,非該当
鹿児島県,指宿市,全部過疎,,全部過疎
鹿児島県,西之表市,全部過疎,,全部過疎
鹿児島県,垂水市,全部過疎,,全部過疎
鹿児島県,薩摩川内市,一部過疎,樋脇町|入来町|東郷町|祁答院町|里村|上甑村|下甑,
鹿児島県,日置市,一部過疎,東市来町|日吉町|吹上町,一部過疎
鹿児島県,曽於市,全部過疎,,全部過疎
鹿児島県,霧島市,一部過疎,横川町|牧園町|霧島町|福山町,一部過疎
鹿児島県,いちき串木野市,全部過疎,,全部過疎
鹿児島県,南さつま市,全部過疎,,全部過疎
鹿児島県,志布志市,全部過疎,,全部過疎
鹿児島県,奄美市,全部過疎,,全部過疎
鹿児島県,南九州市,全部過疎,,全部過疎
鹿児島県,伊佐市,全部過疎,,全部過疎
鹿児島県,姶良市,一部過疎,蒲生町,一部過疎
鹿児島県,三島村,全部過疎,,全部過疎
鹿児島県,十島村,全部過疎,,全部過疎
鹿児島県,さつま町,全部過疎,,全部過疎
鹿児島県,長島町,全部過疎,,全部過疎
鹿児島県,湧水町,全部過疎,,全部過疎
鹿児島県,大崎町,全部過疎,,全部過疎
鹿児島県,東串良町,全部過疎,,全部過疎
鹿児島県,錦江町,全部過疎,,全部過疎
鹿児島県,南大隅町,全部過疎,,全部過疎
鹿児島県,肝付町,全部過疎,,全部過疎
鹿児島県,中種子町,全部過疎,,全部過疎
鹿児島県,南種子町,全部過疎,,全部過疎
鹿児島県,屋久島町,全部過疎,,全部過疎
鹿児島県,大和村,全部過疎,,全部過疎
鹿児島県,宇検村,全部過疎,,全部過疎
鹿児島県,瀬戸内町,全部過疎,,全部過疎
鹿児島県,龍郷町,全部過疎,,全部過疎
鹿児島県,喜界町,全部過疎,,全部過疎
鹿児島県,徳之島町,全部過疎,,全部過疎
鹿児島県,天城町,全部過疎,,全部過疎
鹿児島県,伊仙町,全部過疎,,全部過疎
鹿児島県,和泊町,全部過疎,,全部過疎
鹿児島県,知名町,全部過疎,,全部過疎
鹿児島県,与論町,全部過疎,,全部過疎
沖縄県,宮古島市,みなし過疎,,みなし過疎
沖縄県,南城市,一部過疎,知念村,非該当
沖縄県,国頭村,全部過疎,,全部過疎
沖縄県,大宜味村,全部過疎,,全部過疎
沖縄県,東村,全部過疎,,全部過疎
沖縄県,本部町,全部過疎,,全部過疎
沖縄県,伊江村,全部過疎,,全部過疎
沖縄県,渡嘉敷村,全部過疎,,全部過疎
沖縄県,座間味村,全部過疎,,全部過疎
沖縄県,粟国村,全部過疎,,全部過疎
沖縄県,渡名喜村,全部過疎,,全部過疎
沖縄県,南大東村,全部過疎,,全部過疎
沖縄県,伊平屋村,全部過疎,,全部過疎
沖縄県,伊是名村,全部過疎,,全部過疎
沖縄県,久米島町,全部過疎,,全部過疎
沖縄県,多良間村,全部過疎,,全部過疎
沖縄県,与那国町,全部過疎,,全部過疎
